customer_id,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,debt_income_ratio,join_year,join_month,join_day,join_weekday,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,income_group,transaction_bin,kmeans_bin,annual_income_log,annual_income_sqrt,annual_income_reciprocal,annual_income_boxcox,loan_amount_yeojohnson
CUST00043,24.0,1,3.0,Unemployed,0.0,0.42310613582313245,-0.906080127708812,4,90,0.15,2024-10-12,0,0.6652269591407748,2024,10,12,5,0,0,1,0,1,0,0,0,0,Low Income,Q1,0,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,0.5709907566963943
CUST00044,45.0,1,3.0,Salaried,-0.8988883643993327,-0.4381777132026367,0.0,3,159,0.14,2023-09-20,0,0.5050752535024726,2023,9,20,2,0,0,1,0,0,1,0,0,0,Low Income,Q2,2,13.170377106893017,724.286911382499,1.9062414022555754e-06,472.39543950694485,-0.08950263358157405
CUST00045,34.0,1,1.0,Salaried,-0.8395902808166754,0.025875052679492163,0.5426035772154563,1,406,0.42,2020-10-08,0,1.3682425648468215,2020,10,8,3,0,1,0,0,0,0,1,0,0,Low Income,Q4,3,12.300772047938864,468.8972915255536,4.5482316543551336e-06,333.45565057440183,0.10436325224030428
CUST00046,29.0,1,3.0,Salaried,-0.2666860207757535,0.9577815276215056,0.10739232593537325,11,405,0.39,2023-10-28,0,0.8265232034111903,2023,10,28,5,0,0,1,0,0,0,1,0,0,Low Income,Q4,3,13.202139415678587,735.8812675968861,1.8466462245391805e-06,478.4370712520596,0.7746191607747145
CUST00047,46.0,1,0.0,Salaried,0.0,0.8524617158354698,0.5227896546746565,5,19,0.71,2019-12-18,0,0.8549561236171945,2019,12,18,2,0,1,0,0,0,0,1,0,0,Low Income,Q1,0,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,1.0288396227801866
CUST00048,22.0,0,2.0,Salaried,0.3059585285443231,-0.3716118283304346,0.8765238318813152,8,330,0.73,2022-12-13,0,0.19050705839400028,2022,12,13,1,0,1,0,0,0,0,0,1,0,Low Income,Q3,1,13.545405474513485,873.6694340538646,1.3101021135510569e-06,548.8446680048469,-0.8899096536944926
CUST00049,40.0,1,1.0,Salaried,-0.8574665804971116,0.006178986103451617,0.514502559236904,11,233,0.14,2022-01-13,0,2.205211410923968,2022,1,13,3,0,1,0,0,0,0,0,0,1,Low Income,Q2,2,11.80271571365607,365.5321052930919,7.4842053330651e-06,273.0428019277028,0.0720220636008922
CUST00050,48.0,0,3.0,Unemployed,0.8952787211734902,-0.4256356963249687,0.13156848189410378,0,423,0.29,2024-11-26,0,0.23531099821913806,2024,11,26,1,0,0,0,1,0,0,1,0,0,Medium Income,Q4,3,13.661385232815583,925.8312967274329,1.1666370865833364e-06,574.8919158315092,-0.47591844455017857
CUST00051,27.0,0,1.0,Salaried,0.48383969168686863,0.7019809794212131,-0.5226106172660387,6,273,0.33,2021-03-11,0,0.5759690666014505,2021,3,11,3,0,1,0,0,1,0,0,0,0,Low Income,Q3,1,13.469339893259725,841.0652471717043,1.413643854342378e-06,532.4029037537942,0.6069071041666945
CUST00052,64.0,0,3.0,Self-Employed,0.17090770001308464,-0.07243549808921589,-0.9826208102278339,5,158,0.57,2024-05-30,1,0.3644896291317047,2024,5,30,3,0,0,0,1,0,1,0,0,0,Low Income,Q2,2,13.470690989100833,841.6336198132772,1.411735175704207e-06,532.6906254665618,-0.1279147345294575
CUST00053,28.0,1,1.0,Unemployed,-0.9978442551611371,0.03534758790214878,-0.055293674786682914,2,287,0.22,2019-09-02,0,3.0526527000000003,2019,9,2,0,0,1,0,0,1,0,0,0,0,Low Income,Q3,1,11.51293546492023,316.22776601683796,9.99990000099999e-06,243.026193207401,0.12732255787963456
CUST00054,55.0,1,2.0,Unemployed,-0.6856423154593064,-0.4602860882624193,-0.5639426674793114,0,283,0.21,2023-12-24,1,0.4853724284017766,2023,12,24,6,0,1,0,0,0,0,0,1,0,Low Income,Q3,1,13.157443105424276,719.618051468972,1.931056867037118e-06,469.9570121453593,-0.1673201988463776
CUST00055,34.0,1,2.0,Unemployed,0.9281070782426153,-0.04898190491433475,0.36907726062021073,3,203,0.9,2024-12-06,0,0.3161879558283614,2024,12,6,4,0,1,0,0,0,0,0,1,0,Medium Income,Q2,2,13.697168208421036,942.5448848728638,1.1256294041235362e-06,583.173954337474,-0.001451457543749001
CUST00056,37.0,1,0.0,Salaried,-0.29116849718911264,0.9550416323894988,-0.055824606110883815,8,441,0.78,2022-12-18,0,1.2901876208639642,2022,12,18,6,0,0,1,0,1,0,0,0,0,Low Income,Q4,3,13.06123027258232,685.8192254523053,2.1260808011480664e-06,452.20682194878634,1.3605546779920321
CUST00057,56.0,1,0.0,Unemployed,-0.41202089387922114,0.9052996118320312,-0.1033024482949996,1,181,0.25,2021-08-28,0,2.209900913344004,2021,8,28,5,0,0,0,1,0,0,0,0,1,Low Income,Q2,2,12.708317943357553,574.8777783146605,3.025851727334691e-06,392.61977737541395,1.7514790813524972
CUST00058,60.0,0,3.0,Self-Employed,-0.33193126008753426,0.21339435443112612,-0.9188495459397173,2,274,0.45,2019-07-09,0,0.8345042543144735,2019,7,9,1,0,0,0,1,0,0,0,1,0,Low Income,Q3,1,12.99642248674964,663.9521669518068,2.2684302471763263e-06,440.62794145032274,0.4312448257177141
CUST00059,24.0,0,2.0,Salaried,-0.07486884315938112,-0.06016413625524131,-0.9953767794321088,1,460,0.4,2022-07-14,0,0.4837719015569247,2022,7,14,3,0,1,0,0,0,0,0,1,0,Low Income,Q4,3,13.275825117109688,763.4989129003393,1.71546716142112e-06,492.75075362243473,0.0045462527061382926
CUST00060,22.0,1,1.0,Salaried,-0.5142549803098866,-0.7907230868711814,0.3321126542536253,1,319,0.77,2022-10-22,0,0.12914644351745422,2022,10,22,5,0,1,0,0,1,0,0,0,0,Low Income,Q3,1,12.866589164766932,622.219728070398,2.5829221988447673e-06,418.3107221901611,-1.9346653193275656
CUST00061,26.0,1,1.0,Self-Employed,0.0,-0.3588816025884641,0.9333830914064898,9,35,0.53,2018-02-15,0,0.27187070901869315,2018,2,15,3,0,0,1,0,0,0,0,1,0,Low Income,Q1,0,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,-0.7502733231162336
CUST00062,62.0,2,1.0,Salaried,-0.5777273369627145,-0.7227303538139532,-0.37933093704828236,10,478,0.21,2021-06-13,0,0.4747718149323218,2021,6,13,6,0,0,1,0,0,0,0,0,1,Low Income,Q4,3,13.277372180367161,764.0897329502602,1.7128152770516393e-06,493.05579772033786,-0.021666490377846945
CUST00063,24.0,0,0.0,Salaried,-0.5866070596651819,-0.689898046437994,0.42418491612975723,10,359,0.73,2020-12-07,0,0.3714720766078794,2020,12,7,0,0,0,1,0,0,0,0,0,1,Low Income,Q3,1,13.041388999193883,679.0490851182998,2.1686862267995575e-06,448.63010785278993,-0.689084899445672
CUST00064,49.0,1,1.0,Self-Employed,-0.7417466033325313,-0.31411215606006415,0.5925753368643945,7,485,0.44,2024-02-24,1,0.692547173616998,2024,2,24,5,0,0,0,1,0,0,0,0,1,Low Income,Q4,3,12.523307889139684,524.084077224256,3.640797200605596e-06,364.56984029263083,-0.5538815275342531
CUST00065,38.0,0,0.0,Salaried,0.26618941413347147,0.8656850070055263,-0.4239488936760197,2,365,0.32,2023-11-02,0,0.8092645708885717,2023,11,2,3,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,13.488550645394165,849.1829308223288,1.386745884987595e-06,536.5084922185196,1.281483361012857
CUST00066,46.0,0,0.0,Salaried,0.7226224193937563,0.11020285098647642,0.6824017662813944,6,35,0.42,2019-06-27,0,0.4265799295087616,2019,6,27,3,0,0,0,1,0,0,0,0,1,Low Income,Q1,0,13.48062166519236,845.8230134017399,1.3977850725695765e-06,534.8101604861392,0.1268954069583144
CUST00067,64.0,1,3.0,Self-Employed,-0.7397807536068123,0.1469915462976747,-0.656595706588122,7,43,0.52,2021-12-22,0,0.7993032527584366,2021,12,22,2,0,1,0,0,0,0,0,0,1,Low Income,Q1,0,12.904079921669325,633.9935094304989,2.487879238938833e-06,424.63707160970324,0.2084932027213217
CUST00068,54.0,1,1.0,Salaried,-0.8706974419510289,-0.26715252425321523,0.41293521691067936,2,273,0.39,2023-10-20,1,1.7864570000000002,2023,10,20,4,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,11.51293546492023,316.22776601683796,9.99990000099999e-06,243.026193207401,-0.6354814527669775
CUST00069,30.0,1,1.0,Salaried,0.0,0.9833611028181674,0.18166161252239799,1,147,0.31,2023-06-16,0,0.8532514142634394,2023,6,16,4,1,0,0,0,0,0,1,0,0,Low Income,Q2,2,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,1.0250241826810162
CUST00070,56.0,1,2.0,Salaried,-0.42086016745614474,-0.37048366821348006,0.8280208759662223,7,313,0.44,2020-07-01,0,0.47304581978844534,2020,7,1,2,1,0,0,0,0,0,0,1,0,Low Income,Q3,1,13.223655899986833,743.8408095822654,1.8073373014628679e-06,482.57341409111814,-0.10770046477455861
CUST00071,34.0,1,3.0,Salaried,0.35979395113513607,-0.497297191685446,-0.7894579253312594,2,192,0.12,2020-12-04,0,0.301519263117411,2020,12,4,4,0,0,1,0,0,0,0,0,1,Low Income,Q2,2,13.435740666987607,827.0536802408898,1.4619481432666491e-06,525.2973419744989,-0.44582600964144314
CUST00072,51.0,0,2.0,Unemployed,0.7881179400876843,-0.5271702005511432,0.3177446965140614,6,372,0.76,2024-05-29,0,0.045901305784740526,2024,5,29,2,0,0,0,1,0,0,0,1,0,Medium Income,Q3,1,13.901040916286972,1043.6923061899038,9.180252729236351e-07,632.678776271533,-1.9346653193275656
CUST00073,35.0,1,3.0,Salaried,-0.013454630976702455,-0.008550236611823359,0.9998729251055669,11,251,0.25,2020-03-22,0,0.4871153504773129,2020,3,22,6,1,0,0,0,1,0,0,0,0,Low Income,Q2,2,13.293443721181802,770.2545293602628,1.6855077214457125e-06,496.2358589622053,0.042118321484531374
CUST00074,28.0,1,1.0,Salaried,-0.4249140570563619,-0.40915693431996203,-0.8074891003684156,0,63,0.14,2022-01-28,0,0.4254769713768928,2022,1,28,4,0,0,1,0,0,0,0,1,0,Low Income,Q1,0,13.063762076043842,686.6879567896906,2.1207047907887614e-06,452.6652562933001,-0.4830680253564436
CUST00075,34.0,1,0.0,Salaried,-0.5578501516923957,0.8176168512771338,-0.14249874653636949,11,471,0.66,2023-03-24,1,1.9261911863642152,2023,3,24,4,0,0,0,1,0,1,0,0,0,Low Income,Q4,3,12.654503081577605,559.6155019296732,3.193148678015692e-06,384.2466549460605,1.3484021271161546
CUST00076,43.0,1,0.0,Salaried,-0.1655894635199183,0.9733599349364528,0.15858930175673863,5,177,0.76,2022-04-23,1,1.2107843624732237,2022,4,23,5,0,1,0,0,0,0,0,1,0,Low Income,Q2,2,13.165222751057502,722.4226948262353,1.916092214237121e-06,471.422192082854,1.4436493596433546
CUST00077,60.0,0,0.0,Self-Employed,0.11012234563476839,-0.7954451240996266,0.595936341850391,11,128,0.79,2020-05-16,0,0.12130000243382609,2020,5,16,5,1,0,0,0,0,0,0,1,0,Low Income,Q2,0,13.369450523303971,800.090207414139,1.56214524657791e-06,511.5539299501953,-1.554080522944898
CUST00078,41.0,1,0.0,Salaried,0.04561416156541807,-0.8986656837907396,-0.43625604527800665,11,152,0.52,2024-08-24,1,0.15980454532840777,2024,8,24,5,0,1,0,0,0,0,0,1,0,Low Income,Q2,2,13.326654916964197,783.151875436687,1.6304493325967615e-06,502.87213039346375,-1.3256658308586011
CUST00079,36.0,1,0.0,Salaried,0.5672961496080086,-0.0745557715881848,-0.8201320110584749,8,90,0.27,2022-11-02,0,0.24276907712400428,2022,11,2,2,0,0,0,1,0,0,1,0,0,Medium Income,Q1,0,13.845911083527232,1015.3158818811021,9.70056923134261e-07,618.8933653970395,-0.17365243362769675
CUST00080,38.0,0,2.0,Salaried,0.292257021881517,-0.4402094247805541,0.8490002918110925,11,254,0.73,2024-04-28,1,0.21125720760031655,2024,4,28,6,1,0,0,0,0,0,1,0,0,Low Income,Q2,2,13.493612939718231,851.3350632976419,1.3797435081653704e-06,537.595606600516,-0.82797313063276
CUST00081,44.0,1,3.0,Salaried,-0.15274209696885313,0.2876775926122394,0.9454689072213767,2,411,0.69,2019-08-03,0,0.5988612250564532,2019,8,3,5,0,0,0,1,1,0,0,0,0,Low Income,Q4,3,13.24688062946277,752.5289230321981,1.7658460579905963e-06,487.0780826116342,0.2960916913255636
CUST00082,46.0,1,1.0,Salaried,-0.37437193201446967,-0.14593984419296904,-0.9157222386710313,6,361,0.31,2024-08-01,0,0.5697464327392776,2024,8,1,3,0,1,0,0,0,1,0,0,0,Low Income,Q3,1,12.955980191274767,650.6610945799664,2.3620511352891716e-06,433.5522049534058,-0.22704347818272086
CUST00083,45.0,1,2.0,Self-Employed,0.3803552343652793,0.4498655401845771,-0.808053767669808,5,367,0.87,2021-12-13,1,0.525742528678322,2021,12,13,0,1,0,0,0,0,0,0,1,0,Low Income,Q3,1,13.410049234848946,816.4975137745369,1.4999943225214894e-06,519.9278655115172,0.3503364810899148
CUST00084,61.0,1,3.0,Salaried,-0.4200861837014654,0.47755780911107226,0.7716645237537951,7,416,0.19,2019-11-29,1,1.2937695091488242,2019,11,29,4,0,1,0,0,0,0,0,1,0,Low Income,Q4,3,12.830000929061319,610.9402262087511,2.679176922555926e-06,412.22701913302586,0.9145724545443743
CUST00085,49.0,1,0.0,Salaried,0.09760897907765219,-0.5391900019671427,0.8365085946851301,2,71,0.94,2023-05-31,0,0.16813524085460665,2023,5,31,2,0,0,0,1,0,0,0,1,0,Low Income,Q1,0,13.37694167125416,803.0926285304828,1.5504867078557595e-06,513.0888998636798,-1.2200863563144346
