customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST00027,42.0,Male,East,Secondary,Salaried,716679.06,500924.35,Education,,0,262,0.19,2021-10-27,1
CUST00028,64.0,Male,North,Post-Graduate,Salaried,726591.74,571448.57,Business,657.0,11,208,0.53,2020-07-03,0
CUST00029,45.0,,South,Primary,Salaried,644304.7,255114.46,Home,612.0,5,187,0.69,2023-01-28,0
CUST00030,47.0,Female,South,Secondary,Salaried,371986.47,750296.11,Personal,714.0,2,445,0.6,2019-04-20,0
CUST00031,62.0,Male,West,Post-Graduate,Salaried,342975.9,50000.0,Home,781.0,10,35,0.81,2021-12-17,0
CUST00032,48.0,Female,South,Primary,Salaried,575720.45,364119.01,Home,523.0,8,419,0.16,2021-10-11,0
CUST00033,36.0,Male,West,Graduate,Self-Employed,637227.52,50000.0,Car,717.0,4,255,0.69,2022-01-23,1
CUST00034,35.0,Male,West,Secondary,Unemployed,430139.77,316232.87,Car,655.0,5,28,0.55,2023-09-06,0
CUST00035,64.0,Male,West,Post-Graduate,Self-Employed,705835.49,206056.78,Home,690.0,10,274,0.42,2020-03-11,0
CUST00036,23.0,Male,South,Primary,Self-Employed,1120191.48,391237.94,Education,721.0,8,326,0.39,2021-05-31,0
CUST00037,57.0,Female,West,Primary,Salaried,163917.32,277161.47,Car,663.0,8,29,0.63,2020-05-13,0
CUST00038,27.0,,East,Graduate,Unemployed,745561.12,151322.85,Personal,671.0,7,115,0.86,2021-03-17,0
CUST00039,41.0,,North,Post-Graduate,Salaried,583506.34,163147.63,Business,661.0,8,246,0.52,2020-01-09,0
CUST00040,29.0,Male,North,Graduate,,712663.89,647842.71,Car,767.0,3,315,0.8,2021-10-06,1
CUST00041,59.0,Female,West,Graduate,Unemployed,492321.32,379834.27,Home,718.0,5,473,0.44,2024-09-28,0
CUST00042,38.0,Male,North,Post-Graduate,Self-Employed,563485.03,50000.0,Education,700.0,4,255,0.19,2020-09-08,0
CUST00043,24.0,Male,South,Post-Graduate,Unemployed,,399141.79,Business,566.0,4,90,0.15,2024-10-12,0
CUST00044,45.0,Male,South,Post-Graduate,Salaried,524591.53,264958.2,Car,,3,159,0.14,2023-09-20,0
CUST00045,34.0,Male,North,Secondary,Salaried,219864.67,300828.2,Education,761.0,1,406,0.42,2020-10-08,0
CUST00046,29.0,Male,South,Post-Graduate,Salaried,541521.24,447579.87,Education,683.0,11,405,0.39,2023-10-28,0
CUST00047,46.0,,North,Primary,Salaried,,512980.89,Education,739.0,5,19,0.71,2019-12-18,0
CUST00048,22.0,Female,North,Graduate,Salaried,763298.28,145413.71,Home,839.0,8,330,0.73,2022-12-13,0
CUST00049,40.0,Male,North,Secondary,Salaried,133613.72,294646.5,Personal,773.0,11,233,0.14,2022-01-13,0
CUST00050,48.0,Female,West,Post-Graduate,Unemployed,857163.59,201700.02,Education,688.0,0,423,0.29,2024-11-26,0
CUST00051,27.0,Female,North,Secondary,Salaried,707390.75,407435.19,Business,634.0,6,273,0.33,2021-03-11,0
CUST00052,64.0,Female,West,Post-Graduate,Self-Employed,708347.15,258185.19,Car,450.0,5,158,0.57,2024-05-30,1
CUST00053,28.0,Male,North,Secondary,Unemployed,100000.0,305265.27,Business,665.0,2,287,0.22,2019-09-02,0
CUST00054,55.0,Male,North,Graduate,Unemployed,517850.14,251350.18,Home,651.0,0,283,0.21,2023-12-24,1
CUST00055,34.0,Male,North,Graduate,Unemployed,888390.86,280898.49,Home,715.0,3,203,0.9,2024-12-06,0
CUST00056,37.0,Male,South,Primary,Salaried,470348.01,606837.18,Business,666.0,8,441,0.78,2022-12-18,0
CUST00057,56.0,,West,Primary,Unemployed,330484.46,730337.91,Personal,651.0,1,181,0.25,2021-08-28,0
CUST00058,60.0,Female,West,Post-Graduate,Self-Employed,440832.48,367876.58,Home,520.0,2,274,0.45,2019-07-09,0
CUST00059,24.0,Female,North,Graduate,Salaried,582930.59,282005.44,Home,595.0,1,460,0.4,2022-07-14,0
CUST00060,22.0,Male,North,Secondary,Salaried,387157.39,50000.0,Business,723.0,1,319,0.77,2022-10-22,0
CUST00061,26.0,Male,South,Secondary,Self-Employed,,163124.72,Home,834.0,9,35,0.53,2018-02-15,0
CUST00062,62.0,Other,South,Secondary,Salaried,583833.12,277187.51,Personal,671.0,10,478,0.21,2021-06-13,0
CUST00063,24.0,Female,South,Primary,Salaried,461107.66,171288.62,Personal,710.0,10,359,0.73,2020-12-07,0
CUST00064,49.0,Male,West,Secondary,Self-Employed,274664.12,190217.86,Personal,766.0,7,485,0.44,2024-02-24,1
CUST00065,38.0,Female,West,Primary,Salaried,721111.65,583570.11,Car,607.0,2,365,0.32,2023-11-02,0
CUST00066,46.0,Female,West,Primary,Salaried,715416.57,305182.35,Personal,713.0,6,35,0.42,2019-06-27,0
CUST00067,64.0,Male,North,Post-Graduate,Self-Employed,401947.77,321278.16,Personal,613.0,7,43,0.52,2021-12-22,0
CUST00068,54.0,Male,West,Secondary,Salaried,100000.0,178645.7,Car,758.0,2,273,0.39,2023-10-20,1
CUST00069,30.0,Male,East,Secondary,Salaried,,511958.05,Education,694.0,1,147,0.31,2023-06-16,0
CUST00070,56.0,,East,Graduate,Salaried,553299.15,261735.85,Home,707.0,7,313,0.44,2020-07-01,0
CUST00071,34.0,Male,South,Post-Graduate,Salaried,684017.79,206244.54,Personal,610.0,2,192,0.12,2020-12-04,0
CUST00072,51.0,Female,West,Graduate,Unemployed,1089293.63,50000.0,Home,744.0,6,372,0.76,2024-05-29,0
CUST00073,35.0,Male,East,Post-Graduate,Salaried,593292.04,289001.66,Business,850.0,11,251,0.25,2020-03-22,0
CUST00074,28.0,Male,South,Secondary,Salaried,471540.35,200629.56,Home,589.0,0,63,0.14,2022-01-28,0
CUST00075,34.0,Male,West,Primary,Salaried,313169.51,603224.35,Car,649.0,11,471,0.66,2023-03-24,1
CUST00076,43.0,Male,North,Primary,Salaried,521894.55,631901.76,Home,701.0,5,177,0.76,2022-04-23,1
CUST00077,60.0,Female,East,Primary,Self-Employed,640144.34,77649.51,Home,751.0,11,128,0.79,2020-05-16,0
CUST00078,41.0,Male,North,Primary,,613326.86,98012.42,Home,630.0,11,152,0.52,2024-08-24,1
CUST00079,36.0,,West,Primary,Salaried,1030866.34,250262.47,Education,425.0,8,90,0.27,2022-11-02,0
CUST00080,38.0,Female,East,Graduate,Salaried,724771.39,153113.18,Education,802.0,11,254,0.73,2024-04-28,1
CUST00081,44.0,Male,West,Post-Graduate,Salaried,566299.78,339134.98,Business,748.0,2,411,0.69,2019-08-03,0
CUST00082,46.0,Male,North,Secondary,,423359.86,241207.77,Car,523.0,6,361,0.31,2024-08-01,0
CUST00083,45.0,Male,East,Graduate,Self-Employed,666668.19,350495.82,Home,625.0,5,367,0.87,2021-12-13,1
CUST00084,61.0,Male,North,Post-Graduate,Salaried,373247.96,482896.83,Home,821.0,7,416,0.19,2019-11-29,1
CUST00085,49.0,Male,West,Primary,Salaried,644957.77,108440.13,Home,810.0,2,71,0.94,2023-05-31,0
CUST00086,35.0,Male,West,Post-Graduate,Salaried,721853.48,479138.02,Home,764.0,2,55,0.83,2024-10-26,0
CUST00087,21.0,Male,North,Post-Graduate,Unemployed,545886.94,168842.57,Education,664.0,3,96,0.68,2019-12-27,0
CUST00088,45.0,Female,East,Primary,Unemployed,442428.39,686726.91,Business,687.0,2,108,0.9,2018-10-13,1
CUST00089,27.0,Male,North,Primary,Salaried,100000.0,591775.67,Personal,668.0,8,304,0.71,2023-03-07,0
CUST00090,29.0,Male,West,Primary,,885959.18,279645.54,Car,782.0,10,408,0.26,2019-07-24,0
CUST00091,44.0,Male,North,Secondary,Salaried,700825.1,126554.98,Home,601.0,3,62,0.48,2023-05-19,0
CUST00092,21.0,Male,West,Primary,Salaried,706904.32,92124.12,Business,607.0,5,481,0.16,2022-02-22,0
CUST00093,64.0,Female,North,Secondary,Self-Employed,209661.92,457253.13,Personal,771.0,7,201,0.43,2019-05-13,0
CUST00094,28.0,Male,East,Primary,Unemployed,,294527.5,Business,676.0,10,456,0.73,2023-04-02,0
CUST00095,44.0,Other,East,Secondary,Unemployed,483695.78,466836.04,Education,804.0,7,485,0.43,2019-12-06,0
CUST00096,31.0,Male,North,Post-Graduate,Salaried,527801.17,696761.21,Personal,620.0,4,89,0.38,2021-09-18,0
CUST00097,37.0,Male,North,Graduate,Salaried,332678.29,161331.07,Business,675.0,4,25,0.61,2019-07-16,0
CUST00098,28.0,Male,East,Post-Graduate,Self-Employed,153263.57,78575.12,Education,597.0,5,369,0.84,2023-06-22,0
CUST00099,,Other,West,Post-Graduate,Salaried,889336.58,334660.84,Business,681.0,9,496,0.14,2018-02-01,0
CUST00100,55.0,Male,East,Primary,Salaried,921649.34,506056.73,Business,547.0,6,335,0.43,2018-02-12,0
CUST00101,53.0,,West,Secondary,Salaried,558617.96,130717.15,Personal,636.0,9,203,0.23,2023-04-01,0
CUST00102,25.0,Male,North,Graduate,Self-Employed,430153.86,306232.45,Education,551.0,6,150,0.69,2021-10-06,0
CUST00103,,Female,North,Primary,Salaried,505738.96,546607.86,Home,742.0,3,117,0.19,2023-01-20,0
CUST00104,59.0,Male,West,Primary,Salaried,512596.25,50000.0,Car,744.0,5,312,0.67,2019-07-13,0
CUST00105,61.0,Female,North,Primary,Unemployed,300035.07,342357.23,Personal,,6,274,0.34,2024-05-06,0
CUST00106,48.0,,West,Post-Graduate,Salaried,526936.2,202781.44,Education,800.0,4,456,0.27,2021-12-07,0
CUST00107,27.0,Male,South,Secondary,Salaried,638275.5,322348.19,Business,850.0,4,299,0.9,2020-07-31,1
CUST00108,29.0,Male,East,Secondary,Salaried,854539.31,427761.17,Education,684.0,1,218,0.12,2022-05-18,0
CUST00109,28.0,Male,South,Graduate,Salaried,603561.04,339745.53,Car,622.0,6,484,0.47,2021-10-02,1
CUST00110,32.0,Male,West,Secondary,Salaried,205912.07,118159.97,Car,,11,422,0.12,2023-04-13,0
CUST00111,54.0,Male,East,Secondary,Salaried,688386.97,209775.7,Home,561.0,5,174,0.51,2022-06-25,1
CUST00112,53.0,Female,West,Primary,Self-Employed,536017.36,556786.74,Home,682.0,10,436,0.53,2023-09-16,0
CUST00113,43.0,,East,Primary,Salaried,942602.42,359207.92,Car,696.0,0,351,0.37,2018-04-02,0
CUST00114,44.0,Male,East,Post-Graduate,Unemployed,957364.45,451257.44,Personal,801.0,3,380,0.21,2023-01-18,1
CUST00115,57.0,Male,East,Primary,Salaried,966113.58,345053.16,Personal,712.0,2,329,0.42,2018-07-04,0
CUST00116,55.0,Male,East,Primary,Salaried,459603.02,445640.89,Business,635.0,11,161,0.67,2019-12-29,0
CUST00117,64.0,Male,West,Primary,Salaried,1097463.77,228693.7,Home,,2,464,0.77,2020-11-17,0
CUST00118,60.0,Male,East,Primary,Salaried,687735.63,161847.9,Business,649.0,6,299,0.55,2022-04-21,1
CUST00119,42.0,Male,East,Post-Graduate,Self-Employed,1006595.1,437465.59,Home,589.0,10,441,0.6,2024-08-16,0
CUST00120,47.0,Female,South,Primary,Salaried,474345.1,502927.32,Car,684.0,11,277,0.27,2020-04-11,0
CUST00121,55.0,Female,North,Graduate,Salaried,525350.82,135429.36,Personal,629.0,9,160,0.34,2018-12-11,0
CUST00122,21.0,Male,North,Graduate,,668506.84,196329.93,Personal,546.0,3,216,0.24,2021-12-13,0
CUST00123,55.0,Male,South,Graduate,Unemployed,637969.4,270619.24,Car,793.0,11,264,0.31,2021-05-04,0
CUST00124,57.0,Male,South,Graduate,Self-Employed,913702.99,591568.43,Business,635.0,7,362,0.29,2023-10-27,0
CUST00125,34.0,Male,West,Primary,Salaried,541967.67,401364.38,Business,566.0,10,386,0.54,2018-06-16,1
CUST00126,23.0,Male,West,Graduate,Self-Employed,891153.75,61664.37,Education,665.0,8,150,0.58,2018-09-21,0
CUST00127,21.0,Male,West,Primary,Salaried,783058.63,283263.1,Home,686.0,2,352,0.9,2022-02-04,0
CUST00128,25.0,Female,South,Post-Graduate,Salaried,546651.95,255741.82,Business,523.0,4,367,0.27,2021-05-16,0
CUST00129,46.0,Female,South,Graduate,Salaried,763669.15,88811.48,Car,710.0,3,105,0.65,2021-07-10,0
CUST00130,34.0,,East,Secondary,Salaried,481683.74,281137.45,Business,586.0,11,438,0.79,2022-03-10,0
CUST00131,59.0,Male,West,Graduate,Salaried,1187551.45,247793.26,Personal,834.0,9,379,0.58,2022-12-14,0
CUST00132,47.0,Male,West,Graduate,Salaried,100000.0,234906.15,Home,727.0,5,236,0.32,2023-02-21,0
CUST00133,29.0,Female,West,Primary,Self-Employed,768235.8,226671.35,Education,644.0,10,202,0.32,2022-10-16,0
CUST00134,35.0,Male,North,Graduate,Salaried,158851.02,564850.84,Home,613.0,9,312,0.13,2023-03-25,0
CUST00135,35.0,Male,East,Secondary,Salaried,543585.82,234533.44,Personal,671.0,3,323,0.36,2021-08-28,0
CUST00136,46.0,Female,West,Primary,Salaried,578597.98,308940.79,Personal,735.0,7,398,0.73,2021-04-12,0
CUST00137,62.0,Male,West,Primary,Unemployed,976908.39,289422.35,Personal,678.0,2,386,0.14,2024-10-14,0
CUST00138,33.0,Female,West,Post-Graduate,Salaried,426961.95,209096.97,Personal,660.0,10,470,0.29,2020-02-07,0
CUST00139,52.0,Male,North,Post-Graduate,Salaried,927002.98,314310.85,Car,685.0,4,127,0.7,2024-11-15,0
CUST00140,59.0,Male,North,Graduate,Self-Employed,305295.84,311763.11,Education,626.0,0,14,0.77,2018-04-11,1
CUST00141,,Male,South,Post-Graduate,Self-Employed,936667.43,314356.17,Personal,649.0,5,453,0.49,2022-09-29,0
CUST00142,24.0,Female,East,Post-Graduate,Salaried,481413.64,145338.03,Personal,492.0,10,361,0.69,2023-04-04,0
CUST00143,50.0,Female,South,Post-Graduate,Self-Employed,618358.63,262897.59,Business,768.0,4,252,0.43,2024-04-10,0
CUST00144,57.0,Female,East,Primary,Self-Employed,515905.33,436857.94,Education,707.0,7,30,0.24,2021-10-03,1
CUST00145,43.0,Male,North,Primary,Self-Employed,920590.87,267633.01,Home,610.0,8,161,0.44,2018-04-15,0
CUST00146,59.0,Female,West,Primary,Salaried,871934.96,329120.74,Education,850.0,7,137,0.59,2019-11-25,1
CUST00147,35.0,Male,South,Post-Graduate,Self-Employed,710875.43,330066.66,Education,688.0,7,133,0.91,2022-08-18,0
CUST00148,63.0,,West,Primary,Salaried,312032.9,375131.12,Education,,11,155,0.16,2021-08-03,1
CUST00149,49.0,Female,South,Post-Graduate,Salaried,421244.53,400557.16,Personal,757.0,2,286,0.53,2020-12-06,0
CUST00150,56.0,Male,North,Primary,,342855.87,268652.89,Personal,716.0,3,319,0.38,2020-12-02,0
CUST00151,33.0,Male,North,Primary,Salaried,100000.0,135959.65,Car,716.0,10,403,0.53,2020-03-28,0
CUST00152,52.0,Male,North,Secondary,Salaried,915329.53,80631.24,Home,642.0,3,161,0.12,2024-03-18,1
CUST00153,27.0,Male,South,Graduate,Self-Employed,518044.12,483183.55,Business,721.0,10,369,0.37,2022-03-17,0
CUST00154,42.0,Male,East,Post-Graduate,Salaried,515376.51,438645.08,Education,656.0,4,120,0.8,2024-01-01,0
CUST00155,48.0,Male,South,Secondary,Salaried,974025.56,416885.64,Home,730.0,8,478,0.57,2020-06-08,0
CUST00156,22.0,Male,East,Primary,Salaried,481002.85,446016.64,Home,509.0,11,482,0.48,2023-02-21,0
CUST00157,62.0,Female,South,Post-Graduate,Salaried,389882.27,270919.92,Car,641.0,8,125,0.34,2023-02-17,0
CUST00158,26.0,Female,South,Primary,Unemployed,543813.59,187522.24,Business,835.0,9,197,0.35,2020-02-29,0
CUST00159,48.0,,North,Graduate,Salaried,316832.74,123526.67,Education,611.0,11,66,0.43,2019-07-07,0
CUST00160,48.0,Male,West,Secondary,Salaried,686088.94,103917.0,Business,626.0,0,260,0.81,2020-04-23,1
CUST00161,64.0,Male,West,Graduate,Salaried,506584.48,518188.56,Car,640.0,7,393,0.92,2019-10-21,0
CUST00162,64.0,Male,East,Secondary,Salaried,473182.15,211233.93,Personal,571.0,0,416,0.47,2020-10-15,0
CUST00163,40.0,Male,West,Primary,Salaried,451524.21,489874.63,Home,481.0,1,159,0.43,2023-05-08,0
CUST00164,50.0,Male,South,Graduate,Self-Employed,573444.63,266360.55,Education,659.0,6,461,0.82,2021-04-05,1
CUST00165,31.0,Male,South,Graduate,Unemployed,,178276.58,Personal,692.0,7,171,0.46,2020-01-21,0
CUST00166,48.0,Male,North,Primary,Salaried,470006.23,103014.34,Car,675.0,0,129,0.57,2024-04-15,0
CUST00167,45.0,Male,North,Graduate,Self-Employed,510308.52,194132.22,Business,667.0,2,79,0.3,2020-02-14,1
CUST00168,59.0,Male,West,Post-Graduate,Self-Employed,579619.29,555282.98,Home,684.0,6,421,0.73,2021-10-12,0
CUST00169,53.0,Female,East,Secondary,Self-Employed,554395.47,104842.19,Education,772.0,8,360,0.55,2019-11-23,0
CUST00170,21.0,Female,West,Secondary,Salaried,607768.99,681014.43,Personal,663.0,7,108,0.79,2019-12-20,0
CUST00171,47.0,Male,West,Secondary,Salaried,430832.3,148690.66,Personal,628.0,7,176,0.76,2018-08-22,1
CUST00172,33.0,Female,West,Post-Graduate,,851148.23,434990.99,Home,655.0,8,307,0.28,2023-09-03,0
CUST00173,61.0,Male,West,Secondary,Self-Employed,624207.04,273854.77,Business,732.0,9,160,0.71,2021-11-05,0
CUST00174,23.0,,South,Primary,Self-Employed,474038.31,242299.28,Car,807.0,2,335,0.78,2020-10-02,0
CUST00175,59.0,Female,East,Graduate,Salaried,686096.05,71144.26,Business,623.0,7,473,0.39,2021-10-01,0
CUST00176,26.0,Male,South,Post-Graduate,Salaried,581407.85,282289.26,Business,689.0,0,11,0.25,2021-11-02,1
CUST00177,28.0,Male,East,Secondary,Unemployed,166543.41,91508.52,Business,710.0,7,161,0.1,2023-08-27,0
CUST00178,47.0,Male,North,Primary,Self-Employed,685238.17,50000.0,Home,591.0,6,410,0.48,2024-04-11,0
CUST00179,29.0,Male,West,Graduate,Unemployed,345123.45,321527.76,Home,682.0,7,374,0.4,2019-12-18,1
CUST00180,57.0,Male,South,Graduate,Self-Employed,833606.95,185623.84,Car,,0,74,0.57,2022-04-12,0
CUST00181,53.0,Male,East,Post-Graduate,Salaried,,603182.73,Business,521.0,5,335,0.26,2022-09-08,0
CUST00182,62.0,Male,North,Post-Graduate,Salaried,795017.57,480003.91,Home,713.0,6,78,0.83,2021-05-10,1
CUST00183,64.0,Female,North,Post-Graduate,Self-Employed,442445.36,605537.79,Car,645.0,10,130,0.32,2021-06-25,0
CUST00184,44.0,Other,West,Primary,Salaried,617482.32,177441.08,Car,698.0,4,118,0.29,2023-12-06,0
CUST00185,35.0,Male,East,Primary,Salaried,902560.88,324504.79,Business,678.0,4,325,0.51,2018-01-09,0
CUST00186,52.0,Male,South,Post-Graduate,Self-Employed,532745.86,50000.0,Education,592.0,6,256,0.52,2019-08-21,0
CUST00187,52.0,Male,West,Secondary,Salaried,,249275.57,Business,676.0,10,443,0.28,2018-01-23,1
CUST00188,44.0,Male,South,Graduate,Self-Employed,763760.15,317729.7,Education,569.0,2,102,0.33,2023-06-14,0
CUST00189,61.0,Female,North,Graduate,Salaried,3794577.0,1310914.6,Car,805.0,5,277,0.24,2024-04-06,0
CUST00190,32.0,Male,South,Primary,Unemployed,462812.72,292373.69,Home,558.0,6,112,0.71,2022-05-28,0
CUST00191,59.0,Male,South,Graduate,Salaried,103634.74,311986.66,Personal,,0,440,0.75,2023-09-06,0
CUST00192,22.0,Male,West,Secondary,Salaried,447494.26,50000.0,Car,586.0,11,460,0.49,2021-01-09,1
CUST00193,23.0,Male,South,Graduate,Salaried,769339.88,346119.93,Home,731.0,1,121,0.71,2024-02-25,0
CUST00194,57.0,Female,West,Primary,Salaried,406241.45,387019.18,Car,650.0,11,330,0.73,2018-04-02,1
CUST00195,37.0,Female,North,Primary,Self-Employed,597265.54,540844.57,Business,633.0,3,420,0.22,2020-04-30,0
CUST00196,22.0,Male,West,Secondary,Self-Employed,,366372.85,Education,757.0,7,313,0.92,2023-06-06,0
CUST00197,22.0,Male,West,Secondary,,584791.05,1105869.32,Car,683.0,10,353,0.8,2021-01-12,0
CUST00198,48.0,,East,Graduate,Salaried,431129.71,498889.55,Home,726.0,9,71,0.27,2018-10-27,1
CUST00199,43.0,Female,South,Graduate,Salaried,768283.01,50000.0,Business,592.0,5,309,0.26,2024-06-01,0
CUST00200,57.0,Female,North,Primary,Salaried,100000.0,207309.26,Personal,554.0,0,412,0.21,2022-01-17,0
CUST00201,52.0,Male,West,Secondary,Unemployed,663041.84,162154.2,Business,690.0,9,452,0.22,2021-07-28,0
CUST00202,53.0,Male,North,Secondary,Self-Employed,303482.69,293786.08,Education,651.0,4,145,0.74,2020-09-27,0
CUST00203,21.0,Female,East,Secondary,Self-Employed,752110.52,50000.0,Business,736.0,6,64,0.5,2020-12-18,0
CUST00204,39.0,Male,South,Graduate,Self-Employed,778579.73,537534.42,Personal,673.0,5,117,0.77,2021-09-27,1
CUST00205,22.0,Female,West,Secondary,Salaried,557013.02,255034.22,Home,698.0,11,312,0.73,2024-07-17,0
CUST00206,64.0,Male,South,Primary,Unemployed,557582.96,357383.4,Car,534.0,8,267,0.61,2023-10-11,0
CUST00207,46.0,Male,East,Primary,Self-Employed,398409.33,340156.42,Education,850.0,7,262,0.68,2020-02-15,0
CUST00208,52.0,Male,East,Graduate,Self-Employed,263604.15,527248.18,Personal,665.0,3,231,0.12,2021-12-23,0
CUST00209,26.0,Male,North,Post-Graduate,Self-Employed,1024523.23,50000.0,Education,743.0,10,487,0.37,2022-08-09,0
CUST00210,52.0,Male,West,Graduate,Salaried,383732.14,320217.81,Business,605.0,11,378,0.64,2022-10-18,0
CUST00211,24.0,Female,North,Post-Graduate,Self-Employed,991949.03,506312.09,Education,708.0,4,176,0.11,2024-04-22,0
CUST00212,31.0,Male,East,Secondary,Salaried,385124.99,282362.44,Personal,563.0,6,438,0.13,2023-01-26,0
CUST00213,37.0,Male,South,Graduate,Salaried,731297.6,128771.51,Car,721.0,7,169,0.82,2023-03-13,0
CUST00214,58.0,Male,North,Primary,Salaried,315548.21,191299.78,Car,648.0,4,458,0.68,2022-09-26,0
CUST00215,44.0,Male,North,Secondary,Unemployed,730848.75,229270.44,Education,683.0,8,175,0.33,2021-08-20,0
CUST00216,25.0,Male,South,Primary,Self-Employed,518603.16,170210.99,Home,743.0,9,214,0.68,2019-09-07,0
CUST00217,54.0,Male,North,Secondary,Self-Employed,521870.96,272494.0,Education,569.0,11,276,0.77,2018-09-02,0
CUST00218,26.0,Female,South,Graduate,Self-Employed,752505.79,571484.53,Business,618.0,3,147,0.36,2020-01-27,0
CUST00219,42.0,Male,West,Post-Graduate,Salaried,482714.66,192474.34,Car,721.0,3,377,0.13,2020-04-03,0
CUST00220,31.0,Male,South,Secondary,Unemployed,242962.88,212218.68,Car,850.0,7,452,0.89,2023-01-21,0
CUST00221,36.0,,West,Post-Graduate,Salaried,790326.39,382760.51,Car,668.0,0,355,0.39,2021-12-06,0
CUST00222,53.0,Female,South,Secondary,Salaried,313524.85,268532.33,Home,733.0,7,257,0.19,2021-05-25,0
CUST00223,29.0,Female,East,Primary,Salaried,729129.32,60746.68,Home,670.0,4,64,0.52,2019-05-31,0
CUST00224,26.0,Female,East,Primary,Self-Employed,,288986.08,Personal,850.0,10,413,0.75,2019-04-19,1
CUST00225,36.0,Male,West,Secondary,Self-Employed,506126.53,282199.54,Education,523.0,0,218,0.29,2018-02-05,0
CUST00226,49.0,Male,West,Post-Graduate,Salaried,895588.21,475622.1,Education,689.0,3,26,0.33,2021-11-11,0
CUST00227,23.0,Male,East,Graduate,Salaried,720445.93,125012.57,Business,534.0,1,77,0.31,2022-11-28,1
CUST00228,40.0,Male,West,Graduate,Self-Employed,426034.64,476817.51,Car,454.0,3,142,0.94,2022-10-01,0
CUST00229,56.0,Male,South,Primary,Salaried,950357.25,282390.45,Home,707.0,7,197,0.27,2020-04-09,0
CUST00230,39.0,,South,Graduate,Self-Employed,314582.04,100570.5,Business,693.0,4,416,0.59,2020-12-28,0
CUST00231,46.0,Male,East,Primary,Unemployed,505824.89,64419.9,Business,654.0,0,439,0.89,2024-08-10,0
CUST00232,23.0,Male,North,Graduate,Salaried,548421.3,648189.94,Home,670.0,6,317,0.22,2021-03-31,0
